cris_id,title,publication_type,doi,doi_link,resolved_doi_link
20433467,Impeding Forgers at Photo Inception,Forschungsartikel in Sammelband (Konferenz),10.1117/12.2008412,https://doi.org/10.1117/12.2008412,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/8665/1/Impeding-forgers-at-photo-inception/10.1117/12.2008412.short
20433384,Rotation Invariant Localization of Duplicated Image Regions Based on Zernike Moments,Forschungsartikel (Zeitschrift),10.1109/TIFS.2013.2272377,https://doi.org/10.1109/TIFS.2013.2272377,https://ieeexplore.ieee.org/document/6553273/
20433304,Steganalysis in Technicolor: Boosting WS Detection of Stego Images from CFA-Interpolated Covers,Forschungsartikel in Sammelband (Konferenz),10.1109/ICASSP.2014.6854349,https://doi.org/10.1109/ICASSP.2014.6854349,https://ieeexplore.ieee.org/document/6854349/
20433222,Forensic Analysis of Video File Formats,Forschungsartikel (Zeitschrift),10.1016/j.diin.2014.03.009,https://doi.org/10.1016/j.diin.2014.03.009,https://linkinghub.elsevier.com/retrieve/pii/S1742287614000140
20433143,The Humming Hum: Background Noise as a Carrier of ENF Artifacts in Mobile Device Audio Recordings,Forschungsartikel in Sammelband (Konferenz),10.1109/IMF.2014.14,https://doi.org/10.1109/IMF.2014.14,https://ieeexplore.ieee.org/document/6824078/
20430104,Speculative Bubbles in Agricultural Prices,Forschungsartikel (Zeitschrift),10.1016/j.qref.2014.06.003,https://doi.org/10.1016/j.qref.2014.06.003,https://linkinghub.elsevier.com/retrieve/pii/S1062976914000441
20426031,Stopping Criteria for Multimodal Optimization,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-319-10762-2_14,https://doi.org/10.1007/978-3-319-10762-2_14,https://link.springer.com/chapter/10.1007/978-3-319-10762-2_14
20414497,Analyzing the Applicability of the Linking Open Data Cloud for Context-Aware Services,Forschungsartikel in Sammelband (Konferenz),10.1109/ICSC.2014.27,https://doi.org/10.1109/ICSC.2014.27,https://ieeexplore.ieee.org/document/6882017/
20414414,"Linked Open Data for Context-aware Services: Analysis, Classification and Context Data Discovery",Forschungsartikel (Zeitschrift),10.1142/S1793351X14002056,https://doi.org/10.1142/S1793351X14002056,https://doi.org/10.1142/S1793351X14002056
20392073,Conceptual Approach for Integrating Condition Monitoring Information and Spare Parts Forecasting Methods,Forschungsartikel (Zeitschrift),10.1080/21693277.2014.943431,https://doi.org/10.1080/21693277.2014.943431,https://www.tandfonline.com/doi/full/10.1080/21693277.2014.943431
4517727,"Business Process Compliance Checking – Applying and Evaluating
a Generic Pattern Matching Approach for Conceptual Models in the Financial Sector",Forschungsartikel (Zeitschrift),10.1007/s10796-014-9529-y,https://doi.org/10.1007/s10796-014-9529-y,https://link.springer.com/article/10.1007/s10796-014-9529-y
20378788,From Top to Bottom: Investigating the Changing Role of Hierarchy and Influence in Enterprise Social Networks,Forschungsartikel (Zeitschrift),10.1007/s12599-015-0375-3,https://doi.org/10.1007/s12599-015-0375-3,https://link.springer.com/article/10.1007/s12599-015-0375-3
20351421,Dilemma Structures Between Contracting Parties in Software Development Projects,Forschungsartikel in Sammelband (Konferenz),10.5220/0004996405390548,https://doi.org/10.5220/0004996405390548,https://www.scitepress.org/Link.aspx?doi=10.5220/0004996405390548
20351335,Contract Design and Uncertainty in Software Development Projects,Forschungsartikel (Buchbeitrag),10.1007/978-3-319-11370-8_16,https://doi.org/10.1007/978-3-319-11370-8_16,https://link.springer.com/chapter/10.1007/978-3-319-11370-8_16
20351175,Secure Team Composition to Thwart Insider Threats and Cyber-Espionage,Forschungsartikel (Zeitschrift),10.1145/2663499,https://doi.org/10.1145/2663499,https://dl.acm.org/doi/10.1145/2663499
20351094,"Bitcoin: Economics, Technology, and Governance",Forschungsartikel (Zeitschrift),10.1257/jep.29.2.213,https://doi.org/10.1257/jep.29.2.213,https://www.aeaweb.org/articles?id=10.1257/jep.29.2.213
20345560,An Analysis of Consumer Search Patterns in the German Airline Market using Panel Data,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-319-14343-9_7,https://doi.org/10.1007/978-3-319-14343-9_7,https://link.springer.com/chapter/10.1007/978-3-319-14343-9_7
20345089,Bitcoin: A First Legal Analysis – with references to German and US-American Law,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-662-44774-1_4,https://doi.org/10.1007/978-3-662-44774-1_4,https://link.springer.com/chapter/10.1007/978-3-662-44774-1_4
20322344,The Effect of Index Futures Trading on Volatility: Three Markets for Chinese Stocks,Forschungsartikel (Zeitschrift),10.1016/j.chieco.2014.11.005,https://doi.org/10.1016/j.chieco.2014.11.005,https://linkinghub.elsevier.com/retrieve/pii/S1043951X14001448
20258749,Improving the State of the Art in Inexact TSP Solving using Per-Instance Algorithm Selection,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-319-19084-6_18,https://doi.org/10.1007/978-3-319-19084-6_18,https://link.springer.com/chapter/10.1007/978-3-319-19084-6_18
10978307,Performance Management im Hochschulbereich,Fachbuch (Herausgegebenes Buch),10.1007/978-3-658-03348-4_1,https://doi.org/10.1007/978-3-658-03348-4_1,https://link.springer.com/chapter/10.1007/978-3-658-03348-4_1
20224994,The Value of Sporting Success to Germans: Comparing the 2012 UEFA Championships with the 2012 Olympics,Forschungsartikel (Zeitschrift),10.1007/s11573-014-0761-1,https://doi.org/10.1007/s11573-014-0761-1,https://link.springer.com/article/10.1007/s11573-014-0761-1
20224911,The Higher the Better? A Comparative Analysis of Socio-Demographic Characteristics and Human Capital of German Federal Government Members,Forschungsartikel (Zeitschrift),10.3167/gps.2014.320402,https://doi.org/10.3167/gps.2014.320402,http://berghahnjournals.com/view/journals/gps/32/4/gps320402.xml
20224748,Corporate Governance and Employee Power in the Boardroom: An Applied Game Theoretic Analysis,Forschungsartikel (Zeitschrift),10.1016/j.jebo.2013.04.004,https://doi.org/10.1016/j.jebo.2013.04.004,https://linkinghub.elsevier.com/retrieve/pii/S0167268113000991
20224506,A Citation-based Ranking of German-speaking Researchers in Business Administration with Data of Google Scholar,Forschungsartikel (Zeitschrift),10.1080/21568235.2013.779464,https://doi.org/10.1080/21568235.2013.779464,https://www.tandfonline.com/doi/abs/10.1080/21568235.2013.779464
20202645,Comparing methods to separate treatment from self-selection effects in an online banking setting,Forschungsartikel (Zeitschrift),10.1016/j.jbusres.2012.02.025,https://doi.org/10.1016/j.jbusres.2012.02.025,https://linkinghub.elsevier.com/retrieve/pii/S0148296312000574
20202556,Managing brands in the social media environment,Forschungsartikel (Zeitschrift),10.1016/j.intmar.2013.09.004,https://doi.org/10.1016/j.intmar.2013.09.004,https://journals.sagepub.com/doi/full/10.1016/j.intmar.2013.09.004
20202467,The interrelationships between brand and channel choice,Forschungsartikel (Zeitschrift),10.1007/s11002-014-9305-2,https://doi.org/10.1007/s11002-014-9305-2,https://link.springer.com/article/10.1007/s11002-014-9305-2
20202297,Einsatzmöglichkeiten der Matching Methode zur Berücksichtigung von Selbstselektion,Forschungsartikel (Zeitschrift),10.1007/s11301-005-0010-3,https://doi.org/10.1007/s11301-005-0010-3,https://link.springer.com/article/10.1007/s11301-005-0010-3
20202208,Evaluating channel performance in multi-channel environments,Forschungsartikel (Zeitschrift),10.1016/j.jretconser.2006.02.001,https://doi.org/10.1016/j.jretconser.2006.02.001,https://linkinghub.elsevier.com/retrieve/pii/S0969698906000129
20202032,Influence of perceptual metrics on customer profitability: The mediating effect of behavioural metrics,Forschungsartikel (Zeitschrift),10.1057/fsm.2011.4,https://doi.org/10.1057/fsm.2011.4,https://link.springer.com/article/10.1057/fsm.2011.4
20201943,Popularity of Brand Posts on Brand Fan Pages: An Investigation of the Effects of Social Media Marketing,Forschungsartikel (Zeitschrift),10.1016/j.intmar.2012.01.003,https://doi.org/10.1016/j.intmar.2012.01.003,https://journals.sagepub.com/doi/full/10.1016/j.intmar.2012.01.003
20201765,Understanding consumers' multichannel choices across the different stages of the buying process,Forschungsartikel (Zeitschrift),10.1007/s11002-012-9199-9,https://doi.org/10.1007/s11002-012-9199-9,https://link.springer.com/article/10.1007/s11002-012-9199-9
20199341,"Endogenous Complexity, Specialisation and General Education",Forschungsartikel (Zeitschrift),10.1108/10748121211202062,https://doi.org/10.1108/10748121211202062,https://www.emerald.com/insight/content/doi/10.1108/10748121211202062/full/html
20198940,Absolute Priority,Forschungsartikel (Buchbeitrag),10.1007/978-1-4614-7883-6,https://doi.org/10.1007/978-1-4614-7883-6,https://link.springer.com/referencework/10.1007/978-1-4614-7883-6
20186751,Information Categories for Infrastructure and Logistic Resource Assessments in Humanitarian Logistics,Forschungsartikel (Buchbeitrag),10.1007/978-3-319-13177-1_34,https://doi.org/10.1007/978-3-319-13177-1_34,https://link.springer.com/chapter/10.1007/978-3-319-13177-1_34
20170218,How Do We Progress? An Exploration of Alternate Explanations for BPM Capability Development,Forschungsartikel (Zeitschrift),10.17705/1CAIS.03601,https://doi.org/10.17705/1CAIS.03601,https://aisel.aisnet.org/cais/vol36/iss1/1/
20167504,Tax accounting principles and corporate risk-taking,Forschungsartikel (Zeitschrift),10.1016/j.econlet.2014.08.013,https://doi.org/10.1016/j.econlet.2014.08.013,https://linkinghub.elsevier.com/retrieve/pii/S0165176514003036
20165887,Price disclosure rules and consumer price comparison,Forschungsartikel (Zeitschrift),10.1515/bejeap-2014-0053,https://doi.org/10.1515/bejeap-2014-0053,https://www.degruyter.com/document/doi/10.1515/bejeap-2014-0053/html
20155830,A novel feature-based approach to characterize algorithm performance for the traveling salesperson problem,Forschungsartikel (Zeitschrift),10.1007/s10472-013-9341-2,https://doi.org/10.1007/s10472-013-9341-2,https://link.springer.com/article/10.1007/s10472-013-9341-2
20155742,Local search and the traveling salesman problem: A feature-based characterization of problem hardness,Forschungsartikel (Zeitschrift),10.1007/978-3-642-34413-8_9,https://doi.org/10.1007/978-3-642-34413-8_9,https://link.springer.com/chapter/10.1007/978-3-642-34413-8_9
20155141,Spot Market Volatility and Futures Trading: The Pitfalls of Using a Dummy Variable Approach,Forschungsartikel (Zeitschrift),10.1002/fut.21723,https://doi.org/10.1002/fut.21723,https://onlinelibrary.wiley.com/doi/10.1002/fut.21723
20153061,"EASy-DSBuilder: Automated Assessment of
Tree Data Structures in Computer Science Teaching",Forschungsartikel in Sammelband (Konferenz),10.1145/2695664.2695769,https://doi.org/10.1145/2695664.2695769,https://dl.acm.org/doi/10.1145/2695664.2695769
20131849,Robust Parameter Setting of Supply Chain Flexibility Measures Using Distributed Evolutionary Computing,Forschungsartikel in Sammelband (Konferenz),10.1016/j.procir.2014.05.023,https://doi.org/10.1016/j.procir.2014.05.023,https://linkinghub.elsevier.com/retrieve/pii/S2212827114006568
20121560,Extending a model-driven cross-platform development approach for business apps,Forschungsartikel (Zeitschrift),10.1016/j.scico.2013.11.013,https://doi.org/10.1016/j.scico.2013.11.013,https://linkinghub.elsevier.com/retrieve/pii/S0167642313002979
20121398,A Scalable Farm Skeleton for Hybrid Parallel and Distributed Programming,Forschungsartikel (Zeitschrift),10.1007/s10766-013-0269-2,https://doi.org/10.1007/s10766-013-0269-2,https://link.springer.com/article/10.1007/s10766-013-0269-2
20118460,Using Capability-Based Planning for Designing Cooperation Between Automotive Manufacturers and Logistics Service Providers,Forschungsartikel (Buchbeitrag),10.1007/978-3-319-13177-1_30,https://doi.org/10.1007/978-3-319-13177-1_30,https://link.springer.com/chapter/10.1007/978-3-319-13177-1_30
20089025,Executive Turnover and Outside Directors on Two-Tiered Boards,Forschungsartikel (Zeitschrift),10.1002/mde.2658,https://doi.org/10.1002/mde.2658,https://onlinelibrary.wiley.com/doi/10.1002/mde.2658
20088865,Ein Forschungsleistungsranking auf der Grundlage von Google Scholar,Forschungsartikel (Zeitschrift),10.1007/s11573-012-0617-5,https://doi.org/10.1007/s11573-012-0617-5,https://link.springer.com/article/10.1007/s11573-012-0617-5
4517936,Sync&Share North Rhine-Westphalia: a case on a university-based cloud computing service provider,Forschungsartikel (Zeitschrift),10.1057/jittc.2015.4,https://doi.org/10.1057/jittc.2015.4,https://journals.sagepub.com/doi/10.1057/jittc.2015.4
20071130,On the Behavior of Stochastic Local Search within Parameter Dependent MOPs,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-319-15892-1_9,https://doi.org/10.1007/978-3-319-15892-1_9,https://link.springer.com/chapter/10.1007/978-3-319-15892-1_9
20053128,Short-Selling Bans and Institutional Investors' Herding Behaviour: Evidence from the Global Financial Crisis,Forschungsartikel (Zeitschrift),10.1016/j.irfa.2014.03.004,https://doi.org/10.1016/j.irfa.2014.03.004,https://linkinghub.elsevier.com/retrieve/pii/S1057521914000416
20053043,Extending Battery Management Systems for Making Informed Decisions on Battery Reuse,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-319-18714-3_37,https://doi.org/10.1007/978-3-319-18714-3_37,https://link.springer.com/chapter/10.1007/978-3-319-18714-3_37
20052082,Evaluation of a Multi-Objective EA on Benchmark Instances for Dynamic Routing of a Vehicle,Forschungsartikel in Sammelband (Konferenz),10.1145/2739480.2754705,https://doi.org/10.1145/2739480.2754705,https://dl.acm.org/doi/10.1145/2739480.2754705
20047814,Detecting Funnel Structures by Means of Exploratory Landscape Analysis,Forschungsartikel in Sammelband (Konferenz),10.1145/2739480.2754642,https://doi.org/10.1145/2739480.2754642,https://dl.acm.org/doi/10.1145/2739480.2754642
20031616,A Gender Perspective on Business Process Management Competences Offered on Professional Online Social Networks,Forschungsartikel in Sammelband (Konferenz),10.18151/7217329,https://doi.org/10.18151/7217329,https://aisel.aisnet.org/ecis2015_cr/59/
4526442,Service Design - Mit der Quadromo-Methode von der Idee zum Konzept,Fachbuch (Monographie),10.1007/978-3-662-46581-3,https://doi.org/10.1007/978-3-662-46581-3,https://link.springer.com/book/10.1007/978-3-662-46581-3
20019137,Web-based Procurement New Roles for Intermediaries,Forschungsartikel (Zeitschrift),10.1023/A:1010089702522,https://doi.org/10.1023/A:1010089702522,https://link.springer.com/article/10.1023/A:1010089702522
20017239,"Budgetary slack under budget-based incentive schemes—the behavioral impact of social preferences, organizational justice, and moral disengagement",Forschungsartikel (Zeitschrift),10.1007/s00187-015-0206-1,https://doi.org/10.1007/s00187-015-0206-1,https://link.springer.com/article/10.1007/s00187-015-0206-1
20011117,Measuring the Influence of Perceived Cybercrime Risk on Online Service Avoidance,Forschungsartikel (Zeitschrift),10.1109/TDSC.2015.2410795,https://doi.org/10.1109/TDSC.2015.2410795,https://ieeexplore.ieee.org/document/7056466/
20009537,The Economic Value of Corporate Eco-Efficiency,Forschungsartikel (Zeitschrift),10.1111/j.1468-036X.2009.00532.x,https://doi.org/10.1111/j.1468-036X.2009.00532.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-036X.2009.00532.x
20009456,The Eco-Efficiency Premium Puzzle,Forschungsartikel (Zeitschrift),10.2469/faj.v61.n2.2716,https://doi.org/10.2469/faj.v61.n2.2716,https://www.tandfonline.com/doi/abs/10.2469/faj.v61.n2.2716
